text,gpt_responses,scope3,vague,file_name
"Designing products, packaging, and processes for durability, reuse, recycling and circularity.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"Over the last five years, we made significant progress toward five Happy Meal Nutrition Goals that we set in 2018 in 20 of our major markets.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_MCD_2022_results.csv
"We also continued our virtual offerings for a subset of our employees who are a part of the remote work approach as well as people in other locations around the world.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"We conducted our first sustainability materiality assessment in 2020.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NASDAQ_BKNG_2022_results.csv
"Through Activate, Pfizer will work in partnership with peer pharma companies to accelerate decarbonization in active pharmaceutical ingredient (API) supply chains.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_PFE_2022_results.csv
"Carbone 4 makes a distinction between two scopes: Countries that explicitly mention their net zero by 2050 ambition in their NDC, having set a 2030 target consistent with that ambition.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_TTE_2022_results.csv
"France Commissioning by TotalEnergies of France’s conglomerate in India.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_TTE_2022_results.csv
"We built an easy to use in app experience, integrating vaccines .gov data directly into the Uber app, where users could find nearby available vaccination appointments from tens of thousands of local providers .
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_UBER_2022_results.csv
"This classifica tion, defined by the taxonomy, confirms the 2021 growth of the eligible and aligned CapEx of the Company, which represent about a quarter of the total investments.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_TTE_2022_results.csv
"Our products’ lifecycle carbon intensity In 2021, we continued to reshape our mix thanks to increased sales of LNG (up 10% from 2021 to 42 Mt in 2021) and elec tricity (up 20% from 2020 at 57 TWh) and a 10% decrease in petroleum product sales.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific,NYSE_TTE_2022_results.csv
"The Board also receives reports from executive leadership on city specific and regional commitments .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv
"Through soil health, agroforestry, and conservation efforts, these organizations work to ensure the land will provide for farmers and all of us today and into the future.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DE_2022_results.csv
"Develop a carbon storage offer for our customers with capacity exceeding.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_TTE_2022_results.csv
"A breakdown of this analysis can be found later in this section and is referenced throughout .
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_UBER_2022_results.csv
"As a company, we started this at a time when apprentices were only getting unskilled training.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DE_2022_results.csv
"Becoming a World Leader in Renewable Electricity by Integrating the Value Chain from Production to Sales otalEnergies wants to become one of the top five worldwide producers of renewable electricity.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_TTE_2022_results.csv
"As they gain access to energy and improve their living standards, they will create the largest expansion of the global middle class in history.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_XOM_2022_results.csv
"We remain committed to the treatment of sick animals aligned with herd veterinarian direction to ensure the safety of our supply chain.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_MCD_2022_results.csv
"Converse has also adopted this model with five distinct Employee Networks, collectively known as ConverseUNITED, including Converse Mosaic Network, Converse Pride Network, Women of Converse, Converse Military Veterans and Converse Abilities Network.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"Additionally, we are working to improve data accuracy in partnership with several major suppliers across ingredients and packaging, starting with sugar and aluminum, in order to develop supplier specific emissions factors for the commodities we procure.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_KO_2022_results.csv
"Sustainably creating value for shareholders also means imple menting an attractive shareholder return policy.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_TTE_2022_results.csv
"Similarly, our new guide, A Lifetime of Health Literacy, helps parents and providers learn how to promote health literacy in children.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_PFE_2022_results.csv
"This team consists of a broad variety of individuals across our Legal, Policy, Design, Data Protection, Applied Science, Product, Security, and Engineering teams who have 2 things in common: they’re passionate about protecting user data, and they’re committed to doing the right thing .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv
"Networks serve to advance the development of their members, promote NIKE cultural awareness, and demonstrate our commitment to Diversity Equity, Inclusion in the communities where we live and work.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"TotalEnergies is a global multi energy company that produces and supplies energy: oil and biofuels, natural gas and green gas, renewable energies and electricity.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_TTE_2022_results.csv
"Our Leap Ambitions focus on delivering exceptional nancial and sustainable outcomes for our customers and all stakeholders, creating lasting value while also making a meaningful difference throughout the world.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_DE_2022_results.csv
"We believe effective leaders set the ethical tone for the company, hold themselves accountable for safety performance, drive safer behaviors at work and motivate their colleagues to do the same.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv
"Their livelihoods can be particularly vulnerable because they lack the resources and scale of commercial farmers.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv
"In early 2022, we launched a regenerative agriculture program that aims to involve 60 wheat farmers in France, with the goal of planting 230,000 trees within 150 km of hedges by the end of 2030.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_MCD_2022_results.csv
"This work focuses on empowering suppliers to strengthen human resources systems to address issues and build trust with workers while focusing on issues impacting foreign migrant workers.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"In alignment with NIKE’s Black Community Commitment, we increased our virtual and on campus engagement with HBCUs.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"The participants had rotations in North America store concepts, consumer services and online to offline (O2O), and landed full time, manager level roles in Unite, Live, consumer services, NAX and O2O.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"This disparity at the initial entry to leadership roles exacerbates the underrepresentation of women in leadership at all levels.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"Three of the 21 questions in our EWB Survey focus on workers’ experiences around pay.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_NKE_2022_results.csv
"Global: To help reduce the higher total cost of ownership (TCO) and accelerate an equitable transition to EVs, we are supporting drivers through a comprehensive strategy with 4 pillars: education, incentives, savings, and advocacy .
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_UBER_2022_results.csv
"We elevated the voices and stories of employees, talent, producers, fans, and families around the world engaged employee VoluntEARS amplified awareness on social media and supported community organizations with social impact grants.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_DIS_2022_results.csv
"Exclusions: Primary fiber based packaging in food packaged off site of McDonald’s restaurants, tray liners and limited locally sourced items.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_MCD_2022_results.csv
"Environmental and energy use data used in GHG emissions calculations are subject to inherent limitations, given the nature and the methods used for measuring such data.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_NKE_2022_results.csv
"It has also developed dedicated tools to monitor water, such as Wat R use , which calculates a site's water footprint and the associated cost and recommends measures to limit water use.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_TTE_2022_results.csv
"Our business and sustainability efforts enable ExxonMobil to help advance prosperity and power economies through the supply of reliable and affordable energy and products.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_XOM_2022_results.csv
"With this in mind, we have provided support to Anker Research Institute (ARI) as they develop their next living wage benchmark in Indonesia, which will be published later this year on the Global Living Wage Coalition (GLWC) website.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_NKE_2022_results.csv
"As seen in the chart below, TotalEnergies is recognized as a benchmark in its industry for the quality of its handling of environmental issues, civic responsibility requirements and good governance.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_TTE_2022_results.csv
"If projects are externally financed, we also adhere to lender stipulations regarding land use, access and resettlement requirements.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_XOM_2022_results.csv
"RideCheck16 can detect rare events such as long stops, unexpected routes, or possible vehicle crashes and send a notification to riders and drivers to see if all is well .
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_UBER_2022_results.csv
"The 744 X Tier and 824 X Tier loaders with E Drive technology and the HD 10e VV Tandem Rollers are examples of product models that will deliver on this Leap Ambition, but most importantly, will unlock opportunities for customers to do more with less.
","{'scope3': 'yes', 'vague': 'specific'}",yes,specific,NYSE_DE_2022_results.csv
"McDonald’s prioritizes environmental and social issues where we can have the greatest impact and are most important to our stakeholders.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_MCD_2022_results.csv
"The Papua New Guinea team has done an outstanding job embracing and expanding their waste management program.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_XOM_2022_results.csv
